               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 315,            0.014427,           0.0062428,           0.0042451,             0.98321,             0.99881,               0.995,             0.88105,           0.0080673,           0.0035811,           0.0021172,           0.0037828,           0.0037828,           0.0037828
                 316,            0.016545,           0.0071994,            0.003518,             0.98337,             0.99879,               0.995,             0.84255,           0.0084084,           0.0035571,           0.0021108,            0.003763,            0.003763,            0.003763
                 317,            0.017342,           0.0087284,           0.0042914,               0.984,             0.99876,               0.995,               0.857,           0.0088692,           0.0035636,           0.0020639,           0.0037432,           0.0037432,           0.0037432
                 318,            0.017181,           0.0062039,           0.0043767,             0.98506,             0.99868,               0.995,             0.87743,           0.0080189,           0.0034771,           0.0020174,           0.0037234,           0.0037234,           0.0037234
                 319,            0.014436,            0.005456,           0.0061749,             0.99932,             0.99906,               0.995,             0.85379,           0.0081724,           0.0035023,           0.0019566,           0.0037036,           0.0037036,           0.0037036
                 320,            0.019772,           0.0085073,           0.0052436,                   1,              0.9983,               0.995,             0.88303,           0.0081599,           0.0035164,           0.0019652,           0.0036838,           0.0036838,           0.0036838
                 321,            0.013944,           0.0057464,           0.0046004,             0.99621,             0.99507,               0.995,             0.85857,           0.0091289,           0.0036106,           0.0019806,            0.003664,            0.003664,            0.003664
                 322,            0.015757,           0.0063591,           0.0056524,             0.99578,             0.99472,               0.995,             0.87995,           0.0078132,           0.0035469,            0.001992,           0.0036442,           0.0036442,           0.0036442
                 323,            0.013933,           0.0060781,           0.0035474,             0.99594,             0.99431,               0.995,             0.86091,           0.0081298,           0.0035791,           0.0019993,           0.0036244,           0.0036244,           0.0036244
                 324,            0.016812,           0.0063274,           0.0038453,             0.99966,             0.99798,               0.995,             0.84863,           0.0085061,           0.0035778,           0.0020012,           0.0036046,           0.0036046,           0.0036046
                 325,            0.014723,           0.0067544,           0.0038473,             0.99966,             0.98136,               0.995,             0.85931,           0.0079254,           0.0035868,            0.002242,           0.0035848,           0.0035848,           0.0035848
                 326,            0.017071,           0.0082739,           0.0081027,             0.99699,             0.97893,               0.995,               0.862,           0.0087657,           0.0036076,           0.0025129,            0.003565,            0.003565,            0.003565
                 327,            0.015973,           0.0078637,           0.0040479,             0.96539,             0.99716,               0.995,             0.87148,           0.0084736,           0.0035972,           0.0037134,           0.0035452,           0.0035452,           0.0035452
                 328,            0.014634,           0.0056586,           0.0050558,             0.96544,             0.99719,               0.995,             0.86629,           0.0084799,            0.003609,           0.0036846,           0.0035254,           0.0035254,           0.0035254
                 329,            0.015755,           0.0065211,           0.0044804,             0.96539,             0.99687,               0.995,             0.87359,            0.007987,           0.0036032,           0.0038669,           0.0035056,           0.0035056,           0.0035056
                 330,            0.018334,           0.0066234,           0.0079036,             0.98333,             0.97782,               0.995,             0.86521,            0.007461,           0.0035614,           0.0036308,           0.0034858,           0.0034858,           0.0034858
                 331,            0.016425,           0.0079594,            0.013228,                   1,             0.97754,               0.995,             0.87274,           0.0098847,           0.0036528,           0.0026748,            0.003466,            0.003466,            0.003466
                 332,            0.017206,            0.005896,           0.0065221,                   1,             0.98185,               0.995,             0.87836,           0.0074552,           0.0034979,           0.0022523,           0.0034462,           0.0034462,           0.0034462
                 333,            0.015428,           0.0067639,           0.0078562,             0.99611,              0.9954,               0.995,             0.89624,           0.0073868,           0.0035069,           0.0020565,           0.0034264,           0.0034264,           0.0034264
                 334,            0.018405,            0.007894,           0.0075919,             0.99107,             0.99122,               0.995,             0.87668,           0.0094686,            0.003656,           0.0021391,           0.0034066,           0.0034066,           0.0034066
                 335,            0.017754,           0.0059339,           0.0068322,             0.98655,             0.98838,               0.995,             0.86909,           0.0082361,           0.0036075,           0.0023634,           0.0033868,           0.0033868,           0.0033868
                 336,            0.015347,            0.005365,           0.0041026,             0.98447,              0.9884,               0.995,              0.8855,           0.0074749,           0.0035888,           0.0024237,            0.003367,            0.003367,            0.003367
                 337,             0.01513,           0.0085765,           0.0039116,             0.98526,             0.98841,               0.995,             0.87644,           0.0081805,           0.0036418,            0.002391,           0.0033472,           0.0033472,           0.0033472
                 338,            0.016378,            0.006381,           0.0036523,             0.98799,             0.98835,               0.995,             0.87979,            0.007881,           0.0035728,           0.0023209,           0.0033274,           0.0033274,           0.0033274
                 339,            0.014676,           0.0057956,           0.0056159,             0.98826,             0.99376,               0.995,             0.87963,           0.0078055,           0.0035351,            0.002155,           0.0033076,           0.0033076,           0.0033076
                 340,            0.016566,           0.0068031,           0.0050523,             0.98835,             0.99455,               0.995,             0.89084,           0.0074257,           0.0034769,           0.0021395,           0.0032878,           0.0032878,           0.0032878
                 341,            0.013052,           0.0054907,           0.0033836,             0.98856,             0.99661,               0.995,             0.89287,           0.0076137,           0.0034962,           0.0021325,            0.003268,            0.003268,            0.003268
                 342,            0.015704,           0.0064528,           0.0035632,             0.99056,             0.99777,               0.995,             0.85695,           0.0079652,           0.0035653,           0.0021308,           0.0032482,           0.0032482,           0.0032482
                 343,            0.016527,           0.0078453,           0.0043569,             0.99736,             0.98827,               0.995,              0.8913,           0.0079315,           0.0035016,           0.0021612,           0.0032284,           0.0032284,           0.0032284
                 344,            0.021029,           0.0060493,           0.0044745,                   1,             0.98564,               0.995,             0.88482,            0.007207,           0.0034689,           0.0021817,           0.0032086,           0.0032086,           0.0032086
                 345,            0.015402,            0.007306,           0.0050522,                   1,             0.98496,               0.995,             0.86263,            0.007375,           0.0035043,           0.0022063,           0.0031888,           0.0031888,           0.0031888
                 346,            0.015622,           0.0070769,           0.0075999,                   1,             0.98727,               0.995,             0.88508,           0.0074442,           0.0034745,           0.0021779,            0.003169,            0.003169,            0.003169
                 347,            0.016543,           0.0062673,           0.0033005,             0.98829,             0.99734,               0.995,             0.86709,           0.0075625,            0.003447,           0.0021161,           0.0031492,           0.0031492,           0.0031492
                 348,             0.01522,           0.0054114,           0.0058228,             0.98813,             0.99465,               0.995,             0.89358,           0.0068854,           0.0033774,            0.002115,           0.0031294,           0.0031294,           0.0031294
                 349,            0.014485,           0.0065527,           0.0049285,             0.98328,             0.99866,               0.995,              0.8802,           0.0076939,           0.0034777,           0.0021501,           0.0031096,           0.0031096,           0.0031096
                 350,            0.015299,           0.0054419,            0.004073,             0.98245,             0.99867,               0.995,             0.88176,           0.0080895,           0.0034961,           0.0021748,           0.0030898,           0.0030898,           0.0030898
                 351,            0.014455,            0.006923,            0.005214,             0.98758,              0.9892,               0.995,             0.89364,           0.0069594,           0.0033784,           0.0023055,             0.00307,             0.00307,             0.00307
                 352,            0.015372,           0.0078453,           0.0035076,             0.98749,             0.98835,               0.995,             0.88747,           0.0082304,           0.0035151,           0.0023377,           0.0030502,           0.0030502,           0.0030502
                 353,            0.015295,           0.0055422,           0.0037093,             0.98257,             0.98848,               0.995,               0.894,           0.0075293,           0.0033849,           0.0024804,           0.0030304,           0.0030304,           0.0030304
                 354,             0.01519,           0.0061577,           0.0065768,              0.9813,              0.9885,               0.995,              0.8938,           0.0071295,           0.0033625,           0.0025306,           0.0030106,           0.0030106,           0.0030106
                 355,            0.015558,            0.006194,           0.0041816,             0.98113,             0.98845,               0.995,             0.88483,           0.0084637,           0.0034335,           0.0025546,           0.0029908,           0.0029908,           0.0029908
                 356,            0.015367,           0.0059911,           0.0041473,             0.98329,             0.98684,             0.99452,             0.88374,           0.0072063,           0.0033697,           0.0024941,            0.002971,            0.002971,            0.002971
                 357,            0.014998,           0.0076749,           0.0055932,             0.98185,              0.9988,               0.995,              0.8821,           0.0071681,            0.003349,           0.0021507,           0.0029512,           0.0029512,           0.0029512
                 358,            0.016618,            0.007608,            0.006298,             0.98454,             0.99869,               0.995,             0.89457,           0.0083293,           0.0033842,           0.0020398,           0.0029314,           0.0029314,           0.0029314
                 359,            0.014935,            0.007611,           0.0036721,             0.99983,              0.9832,               0.995,             0.89107,           0.0067751,           0.0032699,           0.0020637,           0.0029116,           0.0029116,           0.0029116
                 360,            0.014199,           0.0065323,           0.0037621,             0.99872,             0.97877,               0.995,             0.88264,            0.008016,           0.0033784,           0.0022788,           0.0028918,           0.0028918,           0.0028918
                 361,            0.013463,           0.0054653,           0.0031365,             0.96283,                   1,               0.995,             0.89053,            0.007175,           0.0033224,           0.0031214,            0.002872,            0.002872,            0.002872
                 362,            0.014191,           0.0060979,           0.0056669,             0.96359,                   1,               0.995,             0.86994,           0.0078043,             0.00341,            0.003303,           0.0028522,           0.0028522,           0.0028522
                 363,            0.017698,           0.0069688,           0.0044934,              0.9646,             0.99274,             0.98936,             0.87728,           0.0073851,           0.0033552,           0.0040257,           0.0028324,           0.0028324,           0.0028324
                 364,            0.014825,           0.0070694,           0.0063382,              0.9645,             0.98803,             0.98346,             0.86795,            0.008066,           0.0033776,           0.0044998,           0.0028126,           0.0028126,           0.0028126
                 365,            0.013998,           0.0069504,           0.0061563,             0.96469,             0.98768,             0.98206,             0.87574,           0.0071619,           0.0033587,           0.0046444,           0.0027928,           0.0027928,           0.0027928
                 366,            0.015039,           0.0064921,            0.005596,             0.96483,             0.98767,             0.98496,             0.87637,           0.0082181,           0.0034927,           0.0045547,            0.002773,            0.002773,            0.002773
                 367,            0.013691,           0.0056571,           0.0051877,             0.96583,             0.99845,               0.995,             0.87437,           0.0079155,           0.0034326,           0.0029663,           0.0027532,           0.0027532,           0.0027532
                 368,            0.017428,            0.010097,           0.0099565,             0.98814,             0.97824,               0.995,             0.88888,           0.0068429,           0.0033728,           0.0024548,           0.0027334,           0.0027334,           0.0027334
                 369,            0.014626,           0.0076804,           0.0041799,              0.9957,             0.97913,               0.995,             0.88514,           0.0073966,           0.0034064,           0.0020517,           0.0027136,           0.0027136,           0.0027136
                 370,              0.0139,           0.0069033,           0.0029725,              0.9965,             0.97966,               0.995,             0.88476,           0.0083025,           0.0035054,           0.0019878,           0.0026938,           0.0026938,           0.0026938
                 371,            0.015456,            0.006457,           0.0043924,             0.99691,             0.97965,               0.995,             0.89912,           0.0065468,           0.0033866,           0.0020095,            0.002674,            0.002674,            0.002674
                 372,            0.015808,           0.0060664,           0.0037982,             0.99717,             0.97973,               0.995,             0.89689,           0.0083081,           0.0035159,           0.0020129,           0.0026542,           0.0026542,           0.0026542
                 373,            0.013631,           0.0056071,           0.0035256,             0.99884,             0.98524,               0.995,             0.89401,           0.0070316,           0.0034709,           0.0018404,           0.0026344,           0.0026344,           0.0026344
                 374,            0.014315,           0.0064415,           0.0096357,              0.9993,             0.99992,               0.995,             0.88513,           0.0074864,           0.0034764,           0.0018074,           0.0026146,           0.0026146,           0.0026146
                 375,            0.013192,           0.0065435,           0.0041142,              0.9978,             0.99844,               0.995,             0.88215,            0.007269,           0.0034473,           0.0018178,           0.0025948,           0.0025948,           0.0025948
                 376,            0.014313,           0.0059849,           0.0056368,              0.9974,             0.99623,               0.995,             0.88585,           0.0082299,           0.0034985,           0.0018358,            0.002575,            0.002575,            0.002575
                 377,            0.017789,           0.0076188,           0.0051126,             0.99659,             0.99272,               0.995,             0.87782,           0.0078153,           0.0034744,           0.0019063,           0.0025552,           0.0025552,           0.0025552
                 378,            0.014282,           0.0061056,           0.0026736,               0.996,             0.99129,               0.995,             0.89173,           0.0069644,           0.0034015,           0.0019623,           0.0025354,           0.0025354,           0.0025354
                 379,            0.013961,           0.0063925,           0.0041901,             0.99597,              0.9921,               0.995,             0.89506,           0.0070501,            0.003403,           0.0019175,           0.0025156,           0.0025156,           0.0025156
                 380,            0.013505,           0.0055629,           0.0033149,              0.9962,             0.99293,               0.995,             0.88317,           0.0082969,           0.0034753,           0.0018914,           0.0024958,           0.0024958,           0.0024958
                 381,            0.014506,           0.0059018,           0.0039922,              0.9962,             0.99454,               0.995,             0.88875,           0.0082278,           0.0035001,           0.0018545,            0.002476,            0.002476,            0.002476
                 382,            0.017931,           0.0088599,           0.0054634,             0.99576,             0.99622,               0.995,             0.89099,           0.0071897,           0.0034087,           0.0018278,           0.0024562,           0.0024562,           0.0024562
                 383,            0.014154,           0.0069957,           0.0043615,             0.99776,             0.99495,               0.995,             0.89639,           0.0070694,           0.0034337,           0.0018236,           0.0024364,           0.0024364,           0.0024364
                 384,             0.01416,           0.0060383,           0.0041282,                   1,             0.98593,               0.995,             0.88683,           0.0079073,           0.0034557,           0.0018283,           0.0024166,           0.0024166,           0.0024166
                 385,            0.016656,           0.0068223,            0.010017,             0.99957,             0.98368,               0.995,             0.88765,           0.0071607,           0.0034029,           0.0018303,           0.0023968,           0.0023968,           0.0023968
                 386,            0.014216,           0.0057943,           0.0037851,             0.99949,             0.98422,               0.995,             0.88037,           0.0071611,           0.0033743,           0.0018166,            0.002377,            0.002377,            0.002377
                 387,            0.011978,           0.0059969,           0.0040517,             0.99919,             0.98477,               0.995,             0.89766,           0.0064454,           0.0032788,           0.0017976,           0.0023572,           0.0023572,           0.0023572
                 388,             0.01401,           0.0061849,           0.0058652,              0.9992,             0.98559,               0.995,             0.87305,           0.0080161,           0.0034428,           0.0017812,           0.0023374,           0.0023374,           0.0023374
                 389,             0.01375,           0.0060413,           0.0032558,             0.99362,             0.99242,               0.995,             0.88291,           0.0072677,           0.0033356,           0.0017529,           0.0023176,           0.0023176,           0.0023176
                 390,            0.012959,           0.0054725,           0.0030862,             0.99475,             0.99365,               0.995,             0.89569,           0.0071049,           0.0033107,           0.0017392,           0.0022978,           0.0022978,           0.0022978
                 391,            0.014223,           0.0067005,           0.0039848,             0.99178,             0.99608,               0.995,             0.87911,           0.0068829,           0.0033182,           0.0017302,            0.002278,            0.002278,            0.002278
                 392,            0.012872,           0.0064901,           0.0034158,              0.9987,               0.984,               0.995,             0.88284,           0.0069817,           0.0033498,           0.0017465,           0.0022582,           0.0022582,           0.0022582
                 393,             0.01392,           0.0065062,           0.0027573,             0.99853,             0.98174,               0.995,             0.87714,           0.0067252,           0.0033298,           0.0018291,           0.0022384,           0.0022384,           0.0022384
                 394,            0.013806,           0.0061482,           0.0043844,             0.99894,             0.98387,               0.995,             0.88312,           0.0073044,           0.0033283,           0.0017611,           0.0022186,           0.0022186,           0.0022186
                 395,            0.013084,           0.0064479,           0.0023363,             0.99646,             0.99994,               0.995,             0.89178,           0.0068361,           0.0032623,           0.0016838,           0.0021988,           0.0021988,           0.0021988
                 396,            0.013929,           0.0066032,           0.0032472,             0.99293,             0.99435,               0.995,             0.88266,           0.0073261,           0.0033581,           0.0017068,            0.002179,            0.002179,            0.002179
                 397,            0.014493,           0.0080142,           0.0041644,             0.98182,             0.99897,               0.995,             0.89753,           0.0067936,           0.0032884,           0.0019419,           0.0021592,           0.0021592,           0.0021592
                 398,            0.013518,           0.0067561,           0.0043233,                0.98,             0.99901,               0.995,             0.90272,           0.0066251,           0.0033063,           0.0020741,           0.0021394,           0.0021394,           0.0021394
                 399,            0.012057,           0.0053197,           0.0041491,             0.97877,             0.99615,               0.995,             0.90507,           0.0068701,            0.003376,           0.0022911,           0.0021196,           0.0021196,           0.0021196
                 400,            0.013688,            0.006543,           0.0035537,             0.97887,             0.99408,               0.995,             0.90129,           0.0069671,           0.0034574,           0.0023892,           0.0020998,           0.0020998,           0.0020998
                 401,            0.014107,           0.0076159,           0.0076448,             0.97898,             0.99217,               0.995,             0.90732,           0.0065738,           0.0035091,           0.0024465,             0.00208,             0.00208,             0.00208
                 402,            0.014863,           0.0076193,           0.0038223,             0.97887,             0.99436,               0.995,             0.88644,           0.0075475,           0.0036333,           0.0023565,           0.0020602,           0.0020602,           0.0020602
                 403,            0.012574,           0.0054167,           0.0029305,             0.98491,             0.98794,               0.995,             0.89803,           0.0070131,           0.0035749,           0.0023976,           0.0020404,           0.0020404,           0.0020404
                 404,            0.013293,           0.0053316,           0.0042219,             0.97868,             0.99671,               0.995,             0.88907,           0.0066602,           0.0035501,            0.002321,           0.0020206,           0.0020206,           0.0020206
                 405,            0.015319,           0.0076464,            0.005179,             0.97859,             0.99911,               0.995,             0.89185,           0.0066516,           0.0035069,            0.002253,           0.0020008,           0.0020008,           0.0020008
                 406,            0.013959,           0.0061872,           0.0073134,             0.97933,             0.99912,               0.995,             0.89107,           0.0069889,           0.0035132,           0.0022176,            0.001981,            0.001981,            0.001981
                 407,            0.012912,           0.0050956,            0.003619,             0.98001,             0.99913,               0.995,             0.88877,            0.007194,           0.0035294,           0.0021622,           0.0019612,           0.0019612,           0.0019612
                 408,            0.012536,           0.0059113,           0.0023374,             0.98011,             0.99913,               0.995,             0.88857,           0.0073298,             0.00351,           0.0021435,           0.0019414,           0.0019414,           0.0019414
                 409,            0.011467,           0.0057237,           0.0027374,             0.98069,             0.99909,               0.995,             0.88425,           0.0067674,            0.003488,           0.0020523,           0.0019216,           0.0019216,           0.0019216
                 410,            0.013077,           0.0070059,           0.0051473,             0.98106,             0.99908,               0.995,             0.90185,           0.0067794,           0.0034465,           0.0019976,           0.0019018,           0.0019018,           0.0019018
                 411,             0.01383,           0.0052662,           0.0042818,             0.99457,             0.99032,               0.995,             0.88179,           0.0067417,            0.003411,           0.0017144,            0.001882,            0.001882,            0.001882
                 412,             0.01282,           0.0059775,           0.0031494,             0.99699,             0.99215,               0.995,             0.90675,           0.0063607,           0.0033549,            0.001527,           0.0018622,           0.0018622,           0.0018622
                 413,            0.014025,           0.0069897,           0.0032606,             0.99655,             0.99811,               0.995,             0.90287,           0.0067969,           0.0033609,           0.0013917,           0.0018424,           0.0018424,           0.0018424
                 414,            0.015174,           0.0067024,           0.0051329,             0.99741,             0.99824,               0.995,              0.9011,           0.0067958,           0.0033974,           0.0013767,           0.0018226,           0.0018226,           0.0018226
                 415,             0.01334,           0.0067808,           0.0057443,             0.99785,             0.99829,               0.995,             0.90706,           0.0063494,           0.0033666,           0.0013653,           0.0018028,           0.0018028,           0.0018028
                 416,            0.014885,           0.0065703,           0.0042302,             0.99835,                   1,               0.995,             0.90495,           0.0068619,           0.0034002,            0.001353,            0.001783,            0.001783,            0.001783
                 417,             0.01204,           0.0058204,           0.0048516,             0.99786,                   1,               0.995,             0.90209,            0.006684,           0.0033905,            0.001333,           0.0017632,           0.0017632,           0.0017632
                 418,            0.014359,           0.0081504,           0.0079238,             0.99858,             0.99971,               0.995,             0.88774,           0.0072196,           0.0034628,           0.0013258,           0.0017434,           0.0017434,           0.0017434
                 419,            0.014537,            0.006865,           0.0047937,             0.99627,             0.99831,               0.995,             0.89988,           0.0069662,           0.0034369,           0.0013228,           0.0017236,           0.0017236,           0.0017236
                 420,            0.012789,           0.0058684,            0.004212,             0.99754,             0.99158,               0.995,             0.90256,           0.0065426,           0.0033963,           0.0014268,           0.0017038,           0.0017038,           0.0017038
                 421,            0.012744,           0.0055997,           0.0030269,             0.99626,             0.99013,               0.995,             0.89382,           0.0066567,           0.0034448,           0.0015687,            0.001684,            0.001684,            0.001684
                 422,            0.014452,            0.005337,           0.0038225,             0.99588,             0.98977,               0.995,             0.89611,           0.0075765,            0.003506,           0.0016218,           0.0016642,           0.0016642,           0.0016642
                 423,            0.012896,           0.0052588,           0.0064709,             0.99523,             0.98948,               0.995,               0.905,           0.0069184,            0.003435,           0.0016705,           0.0016444,           0.0016444,           0.0016444
                 424,            0.012742,            0.006245,           0.0033763,             0.99528,             0.98954,               0.995,             0.89851,           0.0067093,           0.0033942,           0.0016587,           0.0016246,           0.0016246,           0.0016246
                 425,            0.014118,           0.0072454,            0.003279,             0.99534,             0.98959,               0.995,             0.90482,           0.0068804,           0.0033419,           0.0016284,           0.0016048,           0.0016048,           0.0016048
                 426,            0.012853,           0.0054361,            0.003258,             0.99628,             0.99011,               0.995,             0.90187,           0.0066078,            0.003307,           0.0015458,            0.001585,            0.001585,            0.001585
                 427,            0.013735,           0.0075356,           0.0038856,             0.99775,             0.99221,               0.995,             0.90206,           0.0065815,           0.0032784,            0.001358,           0.0015652,           0.0015652,           0.0015652
                 428,            0.012396,           0.0080999,           0.0031298,             0.99347,             0.99807,               0.995,             0.90909,           0.0064526,           0.0032596,           0.0013097,           0.0015454,           0.0015454,           0.0015454
                 429,            0.013486,           0.0058968,           0.0035172,             0.99742,             0.99876,               0.995,             0.89295,           0.0064156,           0.0032591,           0.0012453,           0.0015256,           0.0015256,           0.0015256
                 430,            0.012504,           0.0064471,           0.0036125,             0.99849,                   1,               0.995,             0.89937,           0.0064313,           0.0032393,           0.0012321,           0.0015058,           0.0015058,           0.0015058
                 431,            0.015093,           0.0077675,           0.0039296,             0.99786,                   1,               0.995,             0.89324,             0.00652,           0.0032521,            0.001212,            0.001486,            0.001486,            0.001486
                 432,            0.012634,           0.0064994,           0.0041143,             0.99687,             0.99866,               0.995,             0.90376,           0.0063674,           0.0032232,           0.0012403,           0.0014662,           0.0014662,           0.0014662
                 433,            0.012347,           0.0068351,           0.0033407,             0.99777,             0.99193,               0.995,             0.91102,           0.0061849,           0.0032062,           0.0013802,           0.0014464,           0.0014464,           0.0014464
                 434,            0.012873,             0.00739,           0.0038516,             0.99722,             0.99114,               0.995,              0.9033,           0.0061404,           0.0031991,           0.0014438,           0.0014266,           0.0014266,           0.0014266
                 435,            0.014692,           0.0054163,           0.0022054,             0.99617,             0.99048,               0.995,             0.89749,           0.0063221,            0.003224,           0.0015263,           0.0014068,           0.0014068,           0.0014068
                 436,            0.011901,           0.0047897,           0.0021164,             0.99627,             0.99053,               0.995,               0.906,           0.0062525,           0.0032055,           0.0015072,            0.001387,            0.001387,            0.001387
                 437,            0.012165,           0.0057924,           0.0043584,             0.99641,             0.99051,               0.995,             0.90653,           0.0061228,           0.0031678,           0.0014991,           0.0013672,           0.0013672,           0.0013672
                 438,            0.010968,           0.0064644,           0.0025601,             0.99663,             0.99081,               0.995,             0.89829,           0.0065134,           0.0032052,           0.0014697,           0.0013474,           0.0013474,           0.0013474
                 439,            0.012744,            0.006263,           0.0034915,             0.99665,              0.9908,               0.995,             0.91083,           0.0061789,           0.0031625,           0.0014737,           0.0013276,           0.0013276,           0.0013276
                 440,            0.014107,           0.0061618,            0.001866,             0.99655,             0.99063,               0.995,             0.90518,           0.0063285,           0.0031793,           0.0014888,           0.0013078,           0.0013078,           0.0013078
                 441,            0.012123,           0.0057126,           0.0029356,              0.9973,             0.99198,               0.995,             0.90678,           0.0063516,           0.0032166,           0.0013848,            0.001288,            0.001288,            0.001288
                 442,            0.012928,           0.0063665,            0.004327,             0.99759,             0.99341,               0.995,             0.91468,            0.006291,           0.0032225,           0.0013243,           0.0012682,           0.0012682,           0.0012682
                 443,            0.011808,           0.0059236,           0.0046625,             0.99827,             0.99894,               0.995,             0.91233,           0.0063462,           0.0032445,           0.0012313,           0.0012484,           0.0012484,           0.0012484
                 444,            0.012652,           0.0057278,           0.0036609,             0.99685,                   1,               0.995,             0.90116,           0.0065877,           0.0032522,           0.0012109,           0.0012286,           0.0012286,           0.0012286
                 445,            0.012207,           0.0054246,            0.002429,             0.98877,             0.99847,               0.995,             0.91044,           0.0061785,           0.0031741,           0.0012932,           0.0012088,           0.0012088,           0.0012088
                 446,            0.013803,           0.0066577,           0.0044145,             0.98734,             0.99777,               0.995,             0.90462,           0.0063367,           0.0031661,           0.0013218,            0.001189,            0.001189,            0.001189
                 447,            0.011319,           0.0056658,            0.018359,             0.98658,             0.99752,               0.995,             0.90184,           0.0060786,           0.0031331,           0.0013317,           0.0011692,           0.0011692,           0.0011692
                 448,            0.012941,           0.0068475,           0.0043306,             0.98549,             0.99736,               0.995,             0.89703,           0.0063711,           0.0031702,           0.0013458,           0.0011494,           0.0011494,           0.0011494
                 449,            0.012052,           0.0054727,           0.0044383,             0.98179,             0.99703,               0.995,             0.90663,           0.0061978,           0.0031445,           0.0013928,           0.0011296,           0.0011296,           0.0011296
                 450,            0.012619,           0.0056024,           0.0046731,             0.99716,             0.98069,               0.995,             0.90921,           0.0060725,           0.0031039,           0.0014354,           0.0011098,           0.0011098,           0.0011098
                 451,             0.01338,           0.0068537,           0.0030577,             0.98234,             0.99688,               0.995,              0.8999,           0.0062191,           0.0031193,           0.0013828,             0.00109,             0.00109,             0.00109
                 452,            0.012257,           0.0064637,            0.002483,             0.98584,             0.99704,               0.995,             0.91416,           0.0061258,           0.0031044,           0.0013309,           0.0010702,           0.0010702,           0.0010702
                 453,            0.012742,           0.0062028,           0.0031307,             0.99098,             0.99831,               0.995,             0.91001,           0.0061113,           0.0031074,           0.0012484,           0.0010504,           0.0010504,           0.0010504
                 454,            0.012212,           0.0056985,           0.0029236,             0.99486,             0.99888,               0.995,             0.91051,           0.0060565,           0.0031004,           0.0012102,           0.0010306,           0.0010306,           0.0010306
                 455,            0.011962,           0.0057488,           0.0033929,             0.99803,             0.99865,               0.995,             0.90691,            0.006124,           0.0031208,           0.0012227,           0.0010108,           0.0010108,           0.0010108
                 456,             0.01364,           0.0062341,            0.002425,             0.99748,             0.99519,               0.995,             0.90736,           0.0060994,           0.0031149,           0.0012751,            0.000991,            0.000991,            0.000991
                 457,            0.014375,           0.0053117,           0.0097233,             0.99574,                0.99,               0.995,             0.90578,           0.0060343,           0.0031299,           0.0015167,           0.0009712,           0.0009712,           0.0009712
                 458,            0.011099,           0.0049624,           0.0045775,             0.98236,             0.99903,               0.995,             0.90352,           0.0061051,            0.003152,           0.0017041,           0.0009514,           0.0009514,           0.0009514
                 459,             0.01307,           0.0059014,            0.002409,             0.97999,             0.99912,               0.995,             0.90885,             0.00607,           0.0031676,           0.0019595,           0.0009316,           0.0009316,           0.0009316
                 460,            0.011065,           0.0049976,           0.0095173,             0.97937,             0.99912,               0.995,             0.90087,           0.0061209,            0.003179,           0.0020369,           0.0009118,           0.0009118,           0.0009118
                 461,            0.010916,           0.0053538,           0.0044238,             0.97866,             0.99915,               0.995,             0.91013,           0.0059557,           0.0031756,           0.0021358,            0.000892,            0.000892,            0.000892
                 462,            0.010257,           0.0048842,           0.0034311,             0.97848,             0.99896,               0.995,             0.91086,           0.0061442,            0.003201,           0.0021799,           0.0008722,           0.0008722,           0.0008722
                 463,              0.0125,           0.0062678,           0.0032215,             0.97851,             0.99839,               0.995,             0.90305,           0.0061285,           0.0032171,           0.0022142,           0.0008524,           0.0008524,           0.0008524
                 464,            0.012822,           0.0064858,            0.003109,             0.97851,             0.99823,               0.995,             0.90463,           0.0062555,           0.0032338,           0.0022262,           0.0008326,           0.0008326,           0.0008326
                 465,            0.012426,           0.0068575,           0.0037994,             0.97853,             0.99797,               0.995,             0.90541,           0.0060613,           0.0031936,           0.0022262,           0.0008128,           0.0008128,           0.0008128
                 466,            0.013787,            0.007361,           0.0039381,             0.97849,             0.99874,               0.995,             0.90826,           0.0061273,           0.0031932,           0.0021688,            0.000793,            0.000793,            0.000793
                 467,            0.012002,           0.0060249,           0.0040846,             0.97904,             0.99915,               0.995,             0.90498,           0.0059831,            0.003166,           0.0020823,           0.0007732,           0.0007732,           0.0007732
                 468,            0.011038,           0.0044919,           0.0069839,             0.97955,             0.99913,               0.995,             0.90887,           0.0059475,           0.0031555,           0.0020246,           0.0007534,           0.0007534,           0.0007534
                 469,            0.013186,           0.0077357,            0.005076,             0.98035,             0.99911,               0.995,             0.90673,           0.0059385,            0.003145,           0.0019165,           0.0007336,           0.0007336,           0.0007336
                 470,            0.013214,           0.0067965,           0.0034493,             0.98105,             0.99908,               0.995,             0.90893,           0.0059664,           0.0031438,           0.0018182,           0.0007138,           0.0007138,           0.0007138
                 471,            0.011002,           0.0063923,           0.0052872,             0.98237,             0.99904,               0.995,             0.90592,           0.0059628,           0.0031239,           0.0016603,            0.000694,            0.000694,            0.000694
                 472,            0.011152,           0.0051156,           0.0039501,             0.98317,             0.99904,               0.995,             0.90155,           0.0059343,           0.0031163,           0.0015781,           0.0006742,           0.0006742,           0.0006742
